id,publication_year,cited_by_count,author_ids
https://openalex.org/W2073689275,2006,671,"['https://openalex.org/A5085604268', 'https://openalex.org/A5052367065', 'https://openalex.org/A5070503646', 'https://openalex.org/A5032860394', 'https://openalex.org/A5044511272', 'https://openalex.org/A5038976962']"
https://openalex.org/W2101108259,2011,667,"['https://openalex.org/A5002041772', 'https://openalex.org/A5044898565', 'https://openalex.org/A5100744117', 'https://openalex.org/A5024505700', 'https://openalex.org/A5038976962']"
https://openalex.org/W2107407601,2007,649,['https://openalex.org/A5038976962']
https://openalex.org/W1428768901,2015,617,['https://openalex.org/A5054913386']
https://openalex.org/W2346504520,2010,593,"['https://openalex.org/A5016338317', 'https://openalex.org/A5036765731', 'https://openalex.org/A5028932589']"
https://openalex.org/W2547045893,2016,558,"['https://openalex.org/A5056242621', 'https://openalex.org/A5002041772', 'https://openalex.org/A5110933986', 'https://openalex.org/A5100744117', 'https://openalex.org/A5038976962']"
https://openalex.org/W2102017123,2015,514,"['https://openalex.org/A5014647140', 'https://openalex.org/A5027903946', 'https://openalex.org/A5027079032']"
https://openalex.org/W3098098882,2008,513,"['https://openalex.org/A5065819354', 'https://openalex.org/A5111672074', 'https://openalex.org/A5100383519', 'https://openalex.org/A5045287985', 'https://openalex.org/A5113594168', 'https://openalex.org/A5038976962']"
https://openalex.org/W2155333785,2007,500,['https://openalex.org/A5054913386']
https://openalex.org/W1981949323,2011,492,['https://openalex.org/A5038976962']
https://openalex.org/W2104946322,2002,478,"['https://openalex.org/A5090696901', 'https://openalex.org/A5029186501', 'https://openalex.org/A5038976962']"
https://openalex.org/W3126074306,2000,460,"['https://openalex.org/A5062113881', 'https://openalex.org/A5007285525', 'https://openalex.org/A5113850996', 'https://openalex.org/A5066728847', 'https://openalex.org/A5038976962']"
https://openalex.org/W2044977617,2001,455,"['https://openalex.org/A5015614807', 'https://openalex.org/A5006225383', 'https://openalex.org/A5038976962', 'https://openalex.org/A5101587306']"
https://openalex.org/W2082396928,2011,446,"['https://openalex.org/A5059236838', 'https://openalex.org/A5068484674', 'https://openalex.org/A5062403203', 'https://openalex.org/A5038976962']"
https://openalex.org/W2067062227,1991,371,"['https://openalex.org/A5038976962', 'https://openalex.org/A5066728847']"
https://openalex.org/W1544540079,2011,339,"['https://openalex.org/A5041695925', 'https://openalex.org/A5027903946', 'https://openalex.org/A5111672074', 'https://openalex.org/A5038976962', 'https://openalex.org/A5010495671']"
https://openalex.org/W2115682136,2007,331,"['https://openalex.org/A5014647140', 'https://openalex.org/A5000038347', 'https://openalex.org/A5032779977']"
https://openalex.org/W120264976,2006,327,"['https://openalex.org/A5075414122', 'https://openalex.org/A5038976962', 'https://openalex.org/A5000679279']"
https://openalex.org/W2064468105,2006,319,"['https://openalex.org/A5054913386', 'https://openalex.org/A5052823400']"
https://openalex.org/W2142074516,2011,317,"['https://openalex.org/A5062403203', 'https://openalex.org/A5002041772', 'https://openalex.org/A5038976962']"
https://openalex.org/W2009754240,2010,296,"['https://openalex.org/A5054913386', 'https://openalex.org/A5103118624']"
https://openalex.org/W3133874049,2021,239,"['https://openalex.org/A5045620226', 'https://openalex.org/A5046348432']"
https://openalex.org/W2571367037,2017,229,"['https://openalex.org/A5067829989', 'https://openalex.org/A5082130337', 'https://openalex.org/A5086458025', 'https://openalex.org/A5055766880', 'https://openalex.org/A5039182654']"
https://openalex.org/W2585057539,2017,227,"['https://openalex.org/A5014647140', 'https://openalex.org/A5027079032', 'https://openalex.org/A5056242621']"
https://openalex.org/W2017912703,2011,224,"['https://openalex.org/A5076852435', 'https://openalex.org/A5073592405']"
https://openalex.org/W3022499311,2020,218,"['https://openalex.org/A5083303782', 'https://openalex.org/A5034076566', 'https://openalex.org/A5016098704', 'https://openalex.org/A5023997241']"
https://openalex.org/W2951851909,2014,215,"['https://openalex.org/A5047897879', 'https://openalex.org/A5002041772', 'https://openalex.org/A5100744117', 'https://openalex.org/A5038976962']"
https://openalex.org/W2044360356,2014,212,"['https://openalex.org/A5070753993', 'https://openalex.org/A5100744117', 'https://openalex.org/A5109067519', 'https://openalex.org/A5040715593', 'https://openalex.org/A5031120336', 'https://openalex.org/A5038976962', 'https://openalex.org/A5061160911']"
https://openalex.org/W2074562205,2014,204,"['https://openalex.org/A5110544572', 'https://openalex.org/A5014647140']"
https://openalex.org/W2899748628,2018,168,"['https://openalex.org/A5075585231', 'https://openalex.org/A5056242621', 'https://openalex.org/A5036306729', 'https://openalex.org/A5085034251', 'https://openalex.org/A5038976962']"
https://openalex.org/W3122113325,2021,157,"['https://openalex.org/A5030020822', 'https://openalex.org/A5020533147', 'https://openalex.org/A5054913386', 'https://openalex.org/A5056499434']"
https://openalex.org/W3023751895,2020,143,"['https://openalex.org/A5064296964', 'https://openalex.org/A5071122166', 'https://openalex.org/A5101702632', 'https://openalex.org/A5057243118', 'https://openalex.org/A5087990460', 'https://openalex.org/A5007176508']"
https://openalex.org/W3189072387,2021,130,"['https://openalex.org/A5011168888', 'https://openalex.org/A5030987696', 'https://openalex.org/A5014647140', 'https://openalex.org/A5080732494', 'https://openalex.org/A5054707908', 'https://openalex.org/A5000679279']"
https://openalex.org/W4205302485,2021,121,"['https://openalex.org/A5002041772', 'https://openalex.org/A5038976962']"
https://openalex.org/W4213132988,2022,106,"['https://openalex.org/A5074777044', 'https://openalex.org/A5090242279', 'https://openalex.org/A5038976962']"
https://openalex.org/W4385741628,2023,67,"['https://openalex.org/A5023775697', 'https://openalex.org/A5054913386', 'https://openalex.org/A5020533147', 'https://openalex.org/A5056499434']"
https://openalex.org/W4366742488,2023,51,"['https://openalex.org/A5046790968', 'https://openalex.org/A5076067124', 'https://openalex.org/A5064987258', 'https://openalex.org/A5038976962']"
https://openalex.org/W4392056515,2024,19,"['https://openalex.org/A5041499491', 'https://openalex.org/A5063647785', 'https://openalex.org/A5054913386', 'https://openalex.org/A5021501103', 'https://openalex.org/A5014466973', 'https://openalex.org/A5056499434']"
https://openalex.org/W2169981250,1999,331,['https://openalex.org/A5054913386']
https://openalex.org/W2017883059,1982,267,['https://openalex.org/A5028932589']
https://openalex.org/W2106684603,2000,259,"['https://openalex.org/A5062113881', 'https://openalex.org/A5007285525', 'https://openalex.org/A5066728847', 'https://openalex.org/A5113850996', 'https://openalex.org/A5038976962']"
https://openalex.org/W2010421807,2006,255,"['https://openalex.org/A5070503646', 'https://openalex.org/A5003678652', 'https://openalex.org/A5102924506', 'https://openalex.org/A5042847942', 'https://openalex.org/A5052184691', 'https://openalex.org/A5038976962']"
https://openalex.org/W3125447264,2005,236,"['https://openalex.org/A5052367065', 'https://openalex.org/A5038976962']"
https://openalex.org/W1908556531,1994,235,"['https://openalex.org/A5045629242', 'https://openalex.org/A5038976962', 'https://openalex.org/A5058910452']"
https://openalex.org/W2914263187,2009,235,"['https://openalex.org/A5073592405', 'https://openalex.org/A5028448267', 'https://openalex.org/A5068591642', 'https://openalex.org/A5078151375', 'https://openalex.org/A5089236260', 'https://openalex.org/A5068408717', 'https://openalex.org/A5060617658']"
https://openalex.org/W2026313208,2002,219,"['https://openalex.org/A5066371574', 'https://openalex.org/A5018066582', 'https://openalex.org/A5075151889', 'https://openalex.org/A5038976962', 'https://openalex.org/A5090303125']"
https://openalex.org/W3104885210,1997,213,['https://openalex.org/A5038976962']
https://openalex.org/W2129164226,2010,193,"['https://openalex.org/A5090966134', 'https://openalex.org/A5036278905', 'https://openalex.org/A5076172404', 'https://openalex.org/A5036744986', 'https://openalex.org/A5073592405']"
https://openalex.org/W2142387245,2004,179,"['https://openalex.org/A5021537631', 'https://openalex.org/A5073592405']"
https://openalex.org/W2049213211,2014,165,"['https://openalex.org/A5110933986', 'https://openalex.org/A5002041772', 'https://openalex.org/A5056242621', 'https://openalex.org/A5100744117', 'https://openalex.org/A5073875709', 'https://openalex.org/A5038976962']"
https://openalex.org/W2079844646,2006,158,"['https://openalex.org/A5089831647', 'https://openalex.org/A5063648924', 'https://openalex.org/A5014647140', 'https://openalex.org/A5008033989']"
https://openalex.org/W3124885118,2007,155,"['https://openalex.org/A5064297795', 'https://openalex.org/A5036635872', 'https://openalex.org/A5038976962', 'https://openalex.org/A5034550995']"
https://openalex.org/W2064631417,2007,153,"['https://openalex.org/A5028932589', 'https://openalex.org/A5036765731']"
https://openalex.org/W1972588194,2009,149,"['https://openalex.org/A5022534788', 'https://openalex.org/A5068157871', 'https://openalex.org/A5010495671', 'https://openalex.org/A5038976962']"
https://openalex.org/W2155058903,2008,148,"['https://openalex.org/A5014647140', 'https://openalex.org/A5008033989', 'https://openalex.org/A5067142016']"
https://openalex.org/W2987025468,2010,135,['https://openalex.org/A5038976962']
https://openalex.org/W2902096938,2018,127,"['https://openalex.org/A5075717967', 'https://openalex.org/A5038895553', 'https://openalex.org/A5002723139', 'https://openalex.org/A5038976962', 'https://openalex.org/A5064297795']"
https://openalex.org/W2076371934,2014,119,"['https://openalex.org/A5022713919', 'https://openalex.org/A5029191515', 'https://openalex.org/A5083303782']"
https://openalex.org/W2565597050,2017,119,"['https://openalex.org/A5048132210', 'https://openalex.org/A5054519023', 'https://openalex.org/A5014647140', 'https://openalex.org/A5027079032']"
https://openalex.org/W1508765177,2014,116,"['https://openalex.org/A5047897879', 'https://openalex.org/A5002041772', 'https://openalex.org/A5100744117', 'https://openalex.org/A5038976962']"
https://openalex.org/W2102125399,2012,112,"['https://openalex.org/A5009844359', 'https://openalex.org/A5065692438', 'https://openalex.org/A5044033087', 'https://openalex.org/A5038976962', 'https://openalex.org/A5064827570']"
https://openalex.org/W2023988595,2012,110,['https://openalex.org/A5038976962']
https://openalex.org/W2414498945,2016,109,"['https://openalex.org/A5110933986', 'https://openalex.org/A5100744117', 'https://openalex.org/A5111940488', 'https://openalex.org/A5073875709', 'https://openalex.org/A5038976962', 'https://openalex.org/A5002041772']"
https://openalex.org/W2596487977,2017,95,['https://openalex.org/A5054913386']
https://openalex.org/W3115477807,2020,89,"['https://openalex.org/A5012379637', 'https://openalex.org/A5022593047', 'https://openalex.org/A5023061106', 'https://openalex.org/A5019000888', 'https://openalex.org/A5073592405']"
https://openalex.org/W2987501176,2019,74,"['https://openalex.org/A5054913386', 'https://openalex.org/A5056226085', 'https://openalex.org/A5024523395', 'https://openalex.org/A5038025354']"
https://openalex.org/W3207701354,2021,68,"['https://openalex.org/A5040820784', 'https://openalex.org/A5100454614', 'https://openalex.org/A5051322312', 'https://openalex.org/A5046881273', 'https://openalex.org/A5047351656', 'https://openalex.org/A5112283852', 'https://openalex.org/A5032530421']"
https://openalex.org/W4312065168,2022,61,"['https://openalex.org/A5064296964', 'https://openalex.org/A5077079119', 'https://openalex.org/A5069454833', 'https://openalex.org/A5069999998', 'https://openalex.org/A5103706325', 'https://openalex.org/A5000679279']"
https://openalex.org/W3161219713,2021,60,"['https://openalex.org/A5076651767', 'https://openalex.org/A5054913386', 'https://openalex.org/A5112992954', 'https://openalex.org/A5076732230', 'https://openalex.org/A5020533147', 'https://openalex.org/A5056499434']"
https://openalex.org/W3197182080,2021,59,"['https://openalex.org/A5064296964', 'https://openalex.org/A5027814433', 'https://openalex.org/A5071294124', 'https://openalex.org/A5000679279']"
https://openalex.org/W4213132430,2022,54,"['https://openalex.org/A5025510459', 'https://openalex.org/A5038976962']"
https://openalex.org/W4210847908,2022,51,"['https://openalex.org/A5046597934', 'https://openalex.org/A5031084511', 'https://openalex.org/A5085466639', 'https://openalex.org/A5062125301', 'https://openalex.org/A5012379637', 'https://openalex.org/A5007685841', 'https://openalex.org/A5073592405']"
https://openalex.org/W4292475382,2022,37,"['https://openalex.org/A5101803962', 'https://openalex.org/A5055446394', 'https://openalex.org/A5101965096', 'https://openalex.org/A5036936081', 'https://openalex.org/A5014647140']"
https://openalex.org/W4380302601,2023,32,"['https://openalex.org/A5012327209', 'https://openalex.org/A5052168303', 'https://openalex.org/A5045843874', 'https://openalex.org/A5054913386', 'https://openalex.org/A5056499434']"
https://openalex.org/W4365999004,2023,26,"['https://openalex.org/A5040820784', 'https://openalex.org/A5051322312', 'https://openalex.org/A5019512764', 'https://openalex.org/A5057624211', 'https://openalex.org/A5046881273', 'https://openalex.org/A5102962995', 'https://openalex.org/A5032530421']"
https://openalex.org/W2071047236,1998,168,"['https://openalex.org/A5079079128', 'https://openalex.org/A5008020307', 'https://openalex.org/A5050073085', 'https://openalex.org/A5074289360', 'https://openalex.org/A5069603059', 'https://openalex.org/A5068763840']"
https://openalex.org/W3021340442,2005,146,"['https://openalex.org/A5014647140', 'https://openalex.org/A5008033989']"
https://openalex.org/W116143187,2001,145,['https://openalex.org/A5038976962']
https://openalex.org/W2038370668,2008,108,"['https://openalex.org/A5022534788', 'https://openalex.org/A5068157871', 'https://openalex.org/A5022334515', 'https://openalex.org/A5010495671', 'https://openalex.org/A5038976962']"
https://openalex.org/W1482337414,2008,101,"['https://openalex.org/A5041337615', 'https://openalex.org/A5073592405']"
https://openalex.org/W2156903974,2007,101,"['https://openalex.org/A5054913386', 'https://openalex.org/A5063647785']"
https://openalex.org/W2085547213,2012,87,"['https://openalex.org/A5014647140', 'https://openalex.org/A5032779977']"
https://openalex.org/W3121790145,2013,85,"['https://openalex.org/A5014647140', 'https://openalex.org/A5014032439']"
https://openalex.org/W2129359184,2012,83,"['https://openalex.org/A5073592405', 'https://openalex.org/A5031816187', 'https://openalex.org/A5079825006']"
https://openalex.org/W2994907129,2012,82,"['https://openalex.org/A5022334515', 'https://openalex.org/A5052965447', 'https://openalex.org/A5022657536', 'https://openalex.org/A5070753993', 'https://openalex.org/A5022368086', 'https://openalex.org/A5109223734', 'https://openalex.org/A5038976962']"
https://openalex.org/W2009603815,2013,78,"['https://openalex.org/A5076413226', 'https://openalex.org/A5102447965', 'https://openalex.org/A5073592405', 'https://openalex.org/A5049140696', 'https://openalex.org/A5010436269']"
https://openalex.org/W2791006121,2018,76,"['https://openalex.org/A5082095937', 'https://openalex.org/A5071293344']"
https://openalex.org/W2964083839,2016,76,"['https://openalex.org/A5048132210', 'https://openalex.org/A5027079032', 'https://openalex.org/A5014647140']"
https://openalex.org/W2189259429,2016,69,"['https://openalex.org/A5041361121', 'https://openalex.org/A5038976962']"
https://openalex.org/W2768092828,2017,68,"['https://openalex.org/A5071293344', 'https://openalex.org/A5080680637', 'https://openalex.org/A5055069190', 'https://openalex.org/A5080732494', 'https://openalex.org/A5043228682']"
https://openalex.org/W2305957822,2016,62,"['https://openalex.org/A5064296964', 'https://openalex.org/A5043639182', 'https://openalex.org/A5111367077', 'https://openalex.org/A5075956753']"
https://openalex.org/W2962271940,2019,60,"['https://openalex.org/A5059083364', 'https://openalex.org/A5068414530', 'https://openalex.org/A5054913386', 'https://openalex.org/A5027392119']"
https://openalex.org/W3031631137,2020,59,"['https://openalex.org/A5040820784', 'https://openalex.org/A5074522618', 'https://openalex.org/A5032530421']"
https://openalex.org/W3161814337,2021,43,"['https://openalex.org/A5052168303', 'https://openalex.org/A5012327209', 'https://openalex.org/A5054913386', 'https://openalex.org/A5056499434']"
https://openalex.org/W3161418208,2021,41,"['https://openalex.org/A5012379637', 'https://openalex.org/A5046196425', 'https://openalex.org/A5083020821', 'https://openalex.org/A5033406681', 'https://openalex.org/A5031171331', 'https://openalex.org/A5073592405']"
https://openalex.org/W4224990314,2022,32,"['https://openalex.org/A5012379637', 'https://openalex.org/A5019000888', 'https://openalex.org/A5032327024', 'https://openalex.org/A5022593047', 'https://openalex.org/A5073592405']"
https://openalex.org/W4225163363,2022,32,"['https://openalex.org/A5040820784', 'https://openalex.org/A5051322312', 'https://openalex.org/A5100454620', 'https://openalex.org/A5030788989', 'https://openalex.org/A5057624211', 'https://openalex.org/A5046881273', 'https://openalex.org/A5112283852', 'https://openalex.org/A5032530421']"
https://openalex.org/W4366003190,2023,16,"['https://openalex.org/A5057624211', 'https://openalex.org/A5040820784', 'https://openalex.org/A5019512764', 'https://openalex.org/A5051322312', 'https://openalex.org/A5037821383', 'https://openalex.org/A5102962995', 'https://openalex.org/A5032530421', 'https://openalex.org/A5046881273']"
https://openalex.org/W4301913819,1998,122,"['https://openalex.org/A5087469787', 'https://openalex.org/A5066702972', 'https://openalex.org/A5050073085', 'https://openalex.org/A5021956373', 'https://openalex.org/A5074994048', 'https://openalex.org/A5068763840']"
https://openalex.org/W1548043144,2004,118,['https://openalex.org/A5054913386']
https://openalex.org/W1589788404,2001,117,"['https://openalex.org/A5021537631', 'https://openalex.org/A5073592405']"
https://openalex.org/W2146617181,2006,103,['https://openalex.org/A5054913386']
https://openalex.org/W2331384292,2002,103,['https://openalex.org/A5054913386']
https://openalex.org/W1600215005,2002,102,"['https://openalex.org/A5073592405', 'https://openalex.org/A5021537631']"
https://openalex.org/W4298095722,1996,99,"['https://openalex.org/A5032015244', 'https://openalex.org/A5028932589', 'https://openalex.org/A5109805326']"
https://openalex.org/W2167335523,2014,65,"['https://openalex.org/A5101980060', 'https://openalex.org/A5100744117', 'https://openalex.org/A5049135480', 'https://openalex.org/A5038976962', 'https://openalex.org/A5062403203', 'https://openalex.org/A5002041772']"
https://openalex.org/W2968516330,2018,54,"['https://openalex.org/A5053433716', 'https://openalex.org/A5091017885', 'https://openalex.org/A5071293344', 'https://openalex.org/A5011998621', 'https://openalex.org/A5055069190', 'https://openalex.org/A5062276512', 'https://openalex.org/A5043228682']"
https://openalex.org/W3080574198,2020,42,"['https://openalex.org/A5052168303', 'https://openalex.org/A5054913386']"
https://openalex.org/W3089716856,2020,39,"['https://openalex.org/A5002528182', 'https://openalex.org/A5054913386', 'https://openalex.org/A5044643096', 'https://openalex.org/A5014379074', 'https://openalex.org/A5055984015', 'https://openalex.org/A5049923911']"
https://openalex.org/W3159147869,2021,34,"['https://openalex.org/A5087150169', 'https://openalex.org/A5040820784', 'https://openalex.org/A5032530421']"
https://openalex.org/W4224994322,2022,26,"['https://openalex.org/A5057624211', 'https://openalex.org/A5040820784', 'https://openalex.org/A5100454626', 'https://openalex.org/A5051322312', 'https://openalex.org/A5029239726', 'https://openalex.org/A5112283852', 'https://openalex.org/A5032530421', 'https://openalex.org/A5046881273']"
https://openalex.org/W4223945749,2022,24,"['https://openalex.org/A5023775697', 'https://openalex.org/A5054913386', 'https://openalex.org/A5020533147', 'https://openalex.org/A5056499434']"
https://openalex.org/W4388819481,2023,12,"['https://openalex.org/A5046684626', 'https://openalex.org/A5047198701', 'https://openalex.org/A5038976962']"
https://openalex.org/W3100467400,2013,47,"['https://openalex.org/A5078651528', 'https://openalex.org/A5014647140']"
https://openalex.org/W2784989819,2018,40,"['https://openalex.org/A5062285844', 'https://openalex.org/A5071293344', 'https://openalex.org/A5064398083', 'https://openalex.org/A5033097735']"
https://openalex.org/W2803567385,2018,39,"['https://openalex.org/A5054519023', 'https://openalex.org/A5054164320', 'https://openalex.org/A5048132210', 'https://openalex.org/A5014647140']"
https://openalex.org/W2969828666,2019,35,"['https://openalex.org/A5016819382', 'https://openalex.org/A5075314395', 'https://openalex.org/A5002362611']"
https://openalex.org/W3200615545,2021,30,"['https://openalex.org/A5055354975', 'https://openalex.org/A5023525324', 'https://openalex.org/A5054913386']"
https://openalex.org/W3126660917,2021,29,"['https://openalex.org/A5052015967', 'https://openalex.org/A5014303032', 'https://openalex.org/A5058707736', 'https://openalex.org/A5073592405', 'https://openalex.org/A5034703920']"
https://openalex.org/W4235862367,2021,28,"['https://openalex.org/A5076651767', 'https://openalex.org/A5054913386', 'https://openalex.org/A5112992954', 'https://openalex.org/A5076732230', 'https://openalex.org/A5020533147', 'https://openalex.org/A5056499434']"
https://openalex.org/W3159066689,2021,27,"['https://openalex.org/A5070705628', 'https://openalex.org/A5044610534', 'https://openalex.org/A5025956553', 'https://openalex.org/A5030250319', 'https://openalex.org/A5085478298', 'https://openalex.org/A5071293344', 'https://openalex.org/A5062285844', 'https://openalex.org/A5031744461']"
https://openalex.org/W4309618159,2022,19,"['https://openalex.org/A5051322312', 'https://openalex.org/A5106173081', 'https://openalex.org/A5040820784', 'https://openalex.org/A5030788989', 'https://openalex.org/A5112283852', 'https://openalex.org/A5032530421']"
https://openalex.org/W4366550636,2023,11,"['https://openalex.org/A5014325236', 'https://openalex.org/A5040820784', 'https://openalex.org/A5086974321', 'https://openalex.org/A5013116742', 'https://openalex.org/A5032530421']"
https://openalex.org/W2059206419,1992,67,"['https://openalex.org/A5038976962', 'https://openalex.org/A5064224835', 'https://openalex.org/A5052876977', 'https://openalex.org/A5044033087', 'https://openalex.org/A5066728847', 'https://openalex.org/A5101532924']"
https://openalex.org/W4235253211,2005,61,['https://openalex.org/A5038976962']
https://openalex.org/W19833001,2009,54,"['https://openalex.org/A5035349918', 'https://openalex.org/A5012976652', 'https://openalex.org/A5038976962', 'https://openalex.org/A5066728847']"
https://openalex.org/W2143959845,2011,46,"['https://openalex.org/A5054913386', 'https://openalex.org/A5086931422', 'https://openalex.org/A5055984015', 'https://openalex.org/A5027504546']"
https://openalex.org/W2130167023,2014,41,"['https://openalex.org/A5037488679', 'https://openalex.org/A5014647140']"
https://openalex.org/W2077451205,2011,40,"['https://openalex.org/A5005721051', 'https://openalex.org/A5100428031', 'https://openalex.org/A5100386464', 'https://openalex.org/A5073592405']"
https://openalex.org/W2089026372,2014,38,"['https://openalex.org/A5083303782', 'https://openalex.org/A5028488990']"
https://openalex.org/W2550515775,2016,37,"['https://openalex.org/A5086011172', 'https://openalex.org/A5071042104', 'https://openalex.org/A5060753814']"
https://openalex.org/W2803546908,2018,35,"['https://openalex.org/A5083303782', 'https://openalex.org/A5071818172']"
https://openalex.org/W2804752101,2018,33,"['https://openalex.org/A5087175282', 'https://openalex.org/A5022449356', 'https://openalex.org/A5076621655', 'https://openalex.org/A5045405753', 'https://openalex.org/A5015479064', 'https://openalex.org/A5050316172', 'https://openalex.org/A5038976962']"
https://openalex.org/W2587078066,2019,32,"['https://openalex.org/A5113886631', 'https://openalex.org/A5010996132']"
https://openalex.org/W2947759582,2019,31,"['https://openalex.org/A5015439547', 'https://openalex.org/A5063762907', 'https://openalex.org/A5023061106', 'https://openalex.org/A5112440044', 'https://openalex.org/A5079449271', 'https://openalex.org/A5073592405', 'https://openalex.org/A5014487792', 'https://openalex.org/A5021623495']"
https://openalex.org/W2981449230,2019,30,"['https://openalex.org/A5082095937', 'https://openalex.org/A5071293344', 'https://openalex.org/A5062285844', 'https://openalex.org/A5031744461', 'https://openalex.org/A5076259865']"
https://openalex.org/W2980814098,2019,29,"['https://openalex.org/A5100781430', 'https://openalex.org/A5041361121', 'https://openalex.org/A5031461158', 'https://openalex.org/A5080731595', 'https://openalex.org/A5038976962']"
https://openalex.org/W3111841537,2020,29,"['https://openalex.org/A5000202774', 'https://openalex.org/A5049602010', 'https://openalex.org/A5038976962']"
https://openalex.org/W3105899904,2020,27,"['https://openalex.org/A5017591085', 'https://openalex.org/A5090308773', 'https://openalex.org/A5037183302', 'https://openalex.org/A5071293344', 'https://openalex.org/A5031439294', 'https://openalex.org/A5076259865']"
https://openalex.org/W3160029355,2021,25,"['https://openalex.org/A5045230890', 'https://openalex.org/A5005700214', 'https://openalex.org/A5040820784', 'https://openalex.org/A5051099787', 'https://openalex.org/A5032423232', 'https://openalex.org/A5033247821', 'https://openalex.org/A5078443228', 'https://openalex.org/A5041906419']"
https://openalex.org/W3197416624,2021,25,"['https://openalex.org/A5060310064', 'https://openalex.org/A5062432559', 'https://openalex.org/A5054913386', 'https://openalex.org/A5056499434']"
https://openalex.org/W4306173854,2022,17,"['https://openalex.org/A5009786305', 'https://openalex.org/A5014112495', 'https://openalex.org/A5051568032', 'https://openalex.org/A5038976962', 'https://openalex.org/A5087175282', 'https://openalex.org/A5007618142']"
https://openalex.org/W2156342504,2002,62,['https://openalex.org/A5054913386']
https://openalex.org/W1950613511,2007,43,"['https://openalex.org/A5041337615', 'https://openalex.org/A5073592405', 'https://openalex.org/A5041992609', 'https://openalex.org/A5021537631', 'https://openalex.org/A5062163326']"
https://openalex.org/W2160075231,2009,42,"['https://openalex.org/A5014647140', 'https://openalex.org/A5110118358']"
https://openalex.org/W2122473190,1968,35,"['https://openalex.org/A5028932589', 'https://openalex.org/A5082649012', 'https://openalex.org/A5114065959', 'https://openalex.org/A5087024689', 'https://openalex.org/A5029484704']"
https://openalex.org/W2220609874,2015,33,"['https://openalex.org/A5017507131', 'https://openalex.org/A5073592405']"
https://openalex.org/W2080083917,2014,32,"['https://openalex.org/A5064296964', 'https://openalex.org/A5102756489', 'https://openalex.org/A5013559230', 'https://openalex.org/A5075956753', 'https://openalex.org/A5115598991', 'https://openalex.org/A5011229206', 'https://openalex.org/A5109833231', 'https://openalex.org/A5073189960', 'https://openalex.org/A5007176508']"
https://openalex.org/W1480534495,2015,29,"['https://openalex.org/A5019007566', 'https://openalex.org/A5083303782']"
https://openalex.org/W2149074597,2014,29,"['https://openalex.org/A5071293344', 'https://openalex.org/A5049908505', 'https://openalex.org/A5051092148', 'https://openalex.org/A5015483503']"
